customerID,Churn_Probabilité,Risque_Churn,Action_Marketing
1371-OJCEK,0.03800809841625864,Faible,Continuer le suivi régulier
4999-IEZLT,0.05438336129983022,Faible,Continuer le suivi régulier
8883-ANODQ,0.05248953894133815,Faible,Continuer le suivi régulier
4690-LLKUA,0.3498654928898787,Faible,Continuer le suivi régulier
2351-RRBUE,0.04856873111079799,Faible,Continuer le suivi régulier
5980-BDHPY,0.01599636815328448,Faible,Continuer le suivi régulier
1498-DQNRX,0.06879114058736047,Faible,Continuer le suivi régulier
9469-WEJBT,0.17867542162080022,Faible,Continuer le suivi régulier
3331-HQDTW,0.3636215898772866,Faible,Continuer le suivi régulier
9490-DFPMD,0.4897718931286638,Faible,Continuer le suivi régulier
2581-VKIRT,0.03622454828071469,Faible,Continuer le suivi régulier
5442-XSDCW,0.4885224197456812,Faible,Continuer le suivi régulier
7426-WEIJX,0.1860843154274408,Faible,Continuer le suivi régulier
2851-MMUTZ,0.12040530861228771,Faible,Continuer le suivi régulier
3049-NDXFL,0.8622999052150394,Haut,Offre de fidélisation personnalisée
8580-AECUZ,0.8644372542966576,Haut,Offre de fidélisation personnalisée
3307-TLCUD,0.14055820910026542,Faible,Continuer le suivi régulier
6625-FLENO,0.018867106096170042,Faible,Continuer le suivi régulier
2967-MXRAV,0.05831504479214347,Faible,Continuer le suivi régulier
7963-GQRMY,0.4111676586635224,Faible,Continuer le suivi régulier
8189-HBVRW,0.22806097459434477,Faible,Continuer le suivi régulier
4163-KIUHY,0.10909221060797702,Faible,Continuer le suivi régulier
1228-FZFRV,0.33735410116046183,Faible,Continuer le suivi régulier
3500-NSDOA,0.031026708526456424,Faible,Continuer le suivi régulier
1171-TYKUR,0.08406687016005594,Faible,Continuer le suivi régulier
3761-FLYZI,0.3111064814182127,Faible,Continuer le suivi régulier
2058-DCJBE,0.6387431489731638,Faible,Continuer le suivi régulier
5364-XYIRR,0.5237122061139458,Faible,Continuer le suivi régulier
4829-AUOAX,0.49893170685718596,Faible,Continuer le suivi régulier
1219-NNDDO,0.7039641402126184,Haut,Offre de fidélisation personnalisée
8388-DMKAE,0.02747566705038044,Faible,Continuer le suivi régulier
4403-BWPAY,0.05448477664715017,Faible,Continuer le suivi régulier
9659-QEQSY,0.30016668582873696,Faible,Continuer le suivi régulier
5405-ZMYXQ,0.5819376198961517,Faible,Continuer le suivi régulier
5047-LHVLY,0.682179267716948,Faible,Continuer le suivi régulier
1442-OKRJE,0.14930637331212865,Faible,Continuer le suivi régulier
4737-AQCPU,0.011623016974656522,Faible,Continuer le suivi régulier
9158-VCTQB,0.38299128771394153,Faible,Continuer le suivi régulier
2808-CHTDM,0.019177840515011847,Faible,Continuer le suivi régulier
6311-UEUME,0.4777503546027011,Faible,Continuer le suivi régulier
0793-TWELN,0.4621878503523406,Faible,Continuer le suivi régulier
3283-WCWXT,0.026549470521655138,Faible,Continuer le suivi régulier
1060-ENTOF,0.13499145487624,Faible,Continuer le suivi régulier
0999-QXNSA,0.3068941064316293,Faible,Continuer le suivi régulier
5451-MHQOF,0.04029505185580425,Faible,Continuer le suivi régulier
4836-WNFNO,0.010478581773405493,Faible,Continuer le suivi régulier
9225-BZLNZ,0.027820579681377605,Faible,Continuer le suivi régulier
0354-VXMJC,0.01976218028253813,Faible,Continuer le suivi régulier
4422-QVIJA,0.13254705043955503,Faible,Continuer le suivi régulier
9365-SRSZE,0.4517959874164395,Faible,Continuer le suivi régulier
6839-ITVZJ,0.1988575372409337,Faible,Continuer le suivi régulier
8332-OSJDW,0.03979137347965094,Faible,Continuer le suivi régulier
4735-BJKOU,0.018867106096170042,Faible,Continuer le suivi régulier
0274-JKUJR,0.18370469584311047,Faible,Continuer le suivi régulier
5740-YHGTW,0.17204260415557077,Faible,Continuer le suivi régulier
8917-SZTTJ,0.014318002088147654,Faible,Continuer le suivi régulier
1696-MZVAU,0.0936539345798303,Faible,Continuer le suivi régulier
7359-WWYJV,0.02961832968860343,Faible,Continuer le suivi régulier
0375-HVGXO,0.7777135492150686,Haut,Offre de fidélisation personnalisée
4906-ZHGPK,0.0736460855833389,Faible,Continuer le suivi régulier
8593-WHYHV,0.80503548561803,Haut,Offre de fidélisation personnalisée
3795-GWTRD,0.01310808638345891,Faible,Continuer le suivi régulier
1298-PHBTI,0.03985104908495719,Faible,Continuer le suivi régulier
6223-DHJGV,0.03933793920415325,Faible,Continuer le suivi régulier
6961-MJKBO,0.019999815311167943,Faible,Continuer le suivi régulier
6097-EQISJ,0.19777708700801827,Faible,Continuer le suivi régulier
4423-YLHDV,0.5427165024942898,Faible,Continuer le suivi régulier
8158-WPEZG,0.30366053780738633,Faible,Continuer le suivi régulier
0107-YHINA,0.9294017872654858,Haut,Offre de fidélisation personnalisée
4918-FYJNT,0.16592238034211781,Faible,Continuer le suivi régulier
0727-BNRLG,0.05705033055606063,Faible,Continuer le suivi régulier
4854-CIDCF,0.6260870373830885,Faible,Continuer le suivi régulier
8640-SDGKB,0.4034803204154255,Faible,Continuer le suivi régulier
3280-MRDOF,0.048133458158522234,Faible,Continuer le suivi régulier
6435-SRWBJ,0.6385569596232452,Faible,Continuer le suivi régulier
9964-WBQDJ,0.012493695395683261,Faible,Continuer le suivi régulier
6303-KFWSL,0.14103410838217598,Faible,Continuer le suivi régulier
1702-CCFNJ,0.11724504672939112,Faible,Continuer le suivi régulier
8932-CZHRQ,0.07660305574459345,Faible,Continuer le suivi régulier
0386-CWRGM,0.018867106096170042,Faible,Continuer le suivi régulier
5515-RUGKN,0.28183909556620873,Faible,Continuer le suivi régulier
0404-AHASP,0.01087808504391968,Faible,Continuer le suivi régulier
7279-NMVJC,0.04285580895034156,Faible,Continuer le suivi régulier
2081-VEYEH,0.40997788409377117,Faible,Continuer le suivi régulier
6407-UTSLV,0.7206925231115738,Haut,Offre de fidélisation personnalisée
4116-TZAQJ,0.3793218788831493,Faible,Continuer le suivi régulier
9060-HJJRW,0.1630859149899737,Faible,Continuer le suivi régulier
2587-YNLES,0.02747566705038044,Faible,Continuer le suivi régulier
7398-SKNQZ,0.7364506192944782,Haut,Offre de fidélisation personnalisée
5935-FCCNB,0.6487617390767852,Faible,Continuer le suivi régulier
1958-RNRKS,0.21700076705053797,Faible,Continuer le suivi régulier
5136-RGMZO,0.20171799671522914,Faible,Continuer le suivi régulier
8345-MVDYC,0.026298403433592337,Faible,Continuer le suivi régulier
8226-BXGES,0.04043663917605713,Faible,Continuer le suivi régulier
3877-JRJIP,0.7466389549250777,Haut,Offre de fidélisation personnalisée
8375-DKEBR,0.8579577719995729,Haut,Offre de fidélisation personnalisée
9705-IOVQQ,0.1610541770526119,Faible,Continuer le suivi régulier
1015-OWJKI,0.18529660552376856,Faible,Continuer le suivi régulier
7511-YMXVQ,0.5353701613420808,Faible,Continuer le suivi régulier
2040-XBAVJ,0.0290364202466701,Faible,Continuer le suivi régulier
7551-JOHTI,0.4005457420853575,Faible,Continuer le suivi régulier
8887-IPQNC,0.24491758425579965,Faible,Continuer le suivi régulier
8646-JCOMS,0.04499905079528374,Faible,Continuer le suivi régulier
9804-ICWBG,0.8036831954414096,Haut,Offre de fidélisation personnalisée
1222-KJNZD,0.08205129218377137,Faible,Continuer le suivi régulier
0106-GHRQR,0.3465333529811735,Faible,Continuer le suivi régulier
5318-IXUZF,0.7713436545417535,Haut,Offre de fidélisation personnalisée
3768-VHXQO,0.019382644571554364,Faible,Continuer le suivi régulier
8952-WCVCD,0.25550687680666323,Faible,Continuer le suivi régulier
2418-TPEUN,0.02192504159970924,Faible,Continuer le suivi régulier
3963-RYFNS,0.03017255631557802,Faible,Continuer le suivi régulier
3198-VELRD,0.8619682169884993,Haut,Offre de fidélisation personnalisée
8540-ZQGEA,0.019999815311167943,Faible,Continuer le suivi régulier
1320-REHCS,0.33063501468416406,Faible,Continuer le suivi régulier
4137-JOPHL,0.04315957440257683,Faible,Continuer le suivi régulier
9436-ZBZCT,0.6418901204638737,Faible,Continuer le suivi régulier
7801-CEDNV,0.04816224644322686,Faible,Continuer le suivi régulier
2057-BOYKM,0.017436079432290502,Faible,Continuer le suivi régulier
3658-QQJYD,0.06985235211261995,Faible,Continuer le suivi régulier
1803-BGNBD,0.2019429282575087,Faible,Continuer le suivi régulier
0134-XWXCE,0.11865651877485132,Faible,Continuer le suivi régulier
6950-TWMYB,0.030421178926349355,Faible,Continuer le suivi régulier
5848-FHRFC,0.017911897467436367,Faible,Continuer le suivi régulier
2243-FNMMI,0.06879114058736047,Faible,Continuer le suivi régulier
2511-MORQY,0.06673432518206018,Faible,Continuer le suivi régulier
5356-KZCKT,0.02430175166037417,Faible,Continuer le suivi régulier
9470-XCCEM,0.35567073853808207,Faible,Continuer le suivi régulier
6519-CFDBX,0.5596863503047036,Faible,Continuer le suivi régulier
3902-MIVLE,0.015454868829830859,Faible,Continuer le suivi régulier
0409-WTMPL,0.3341847500481497,Faible,Continuer le suivi régulier
8763-KIAFH,0.03887964707622212,Faible,Continuer le suivi régulier
3669-WHAFY,0.035879059605994267,Faible,Continuer le suivi régulier
3055-VTCGS,0.0725476409326301,Faible,Continuer le suivi régulier
3144-KMTWZ,0.0977174650216691,Faible,Continuer le suivi régulier
7279-BUYWN,0.5862973659056867,Faible,Continuer le suivi régulier
7156-MHUGY,0.6341983977513844,Faible,Continuer le suivi régulier
7198-GLXTC,0.689789285304485,Faible,Continuer le suivi régulier
2007-QVGAW,0.01964016417184274,Faible,Continuer le suivi régulier
5207-PLSTK,0.31587354927591005,Faible,Continuer le suivi régulier
2307-FYNNL,0.13539304530608687,Faible,Continuer le suivi régulier
5605-XNWEN,0.014248657332426494,Faible,Continuer le suivi régulier
2155-AMQRX,0.1538533961432099,Faible,Continuer le suivi régulier
6181-AXXYF,0.010887271868656232,Faible,Continuer le suivi régulier
5091-HFAZW,0.5215222293607399,Faible,Continuer le suivi régulier
0516-VRYBW,0.03958555246461802,Faible,Continuer le suivi régulier
2519-LBNQL,0.3202567040884581,Faible,Continuer le suivi régulier
8623-ULFNQ,0.2769671890680042,Faible,Continuer le suivi régulier
8380-PEFPE,0.8119999514801866,Haut,Offre de fidélisation personnalisée
5687-DKDTV,0.16174593812289165,Faible,Continuer le suivi régulier
1568-LJSZU,0.024570985801767527,Faible,Continuer le suivi régulier
7530-HDYDS,0.24450981180103923,Faible,Continuer le suivi régulier
7789-HKSBS,0.38022570026003877,Faible,Continuer le suivi régulier
7416-CKTEP,0.02192504159970924,Faible,Continuer le suivi régulier
2586-CWXVV,0.2309224180983108,Faible,Continuer le suivi régulier
3096-IZETN,0.43603937078178545,Faible,Continuer le suivi régulier
2348-KCJLT,0.05528271321899533,Faible,Continuer le suivi régulier
8401-EMUWF,0.14084580601177477,Faible,Continuer le suivi régulier
4193-IBKSW,0.010887271868656232,Faible,Continuer le suivi régulier
5377-NDTOU,0.011639293179792412,Faible,Continuer le suivi régulier
5922-ABDVO,0.3336531363381897,Faible,Continuer le suivi régulier
2474-LCNUE,0.20819602888340769,Faible,Continuer le suivi régulier
0839-QNXME,0.01976218028253813,Faible,Continuer le suivi régulier
3506-OVLKD,0.03800809841625864,Faible,Continuer le suivi régulier
9172-ANCRX,0.8064635226558342,Haut,Offre de fidélisation personnalisée
6650-VJONK,0.5089993301511407,Faible,Continuer le suivi régulier
2178-PMGCJ,0.28474755137537866,Faible,Continuer le suivi régulier
7492-TAFJD,0.0401856961846579,Faible,Continuer le suivi régulier
2773-MADBQ,0.030958103007220027,Faible,Continuer le suivi régulier
6016-LVTJQ,0.06957648946977484,Faible,Continuer le suivi régulier
7860-KSUGX,0.01515691992300481,Faible,Continuer le suivi régulier
8966-KZXXA,0.020064288186465905,Faible,Continuer le suivi régulier
6910-HADCM,0.8794528312860422,Haut,Offre de fidélisation personnalisée
4816-LXZYW,0.5251686511336444,Faible,Continuer le suivi régulier
9606-PBKBQ,0.6291754402601691,Faible,Continuer le suivi régulier
5149-QYTTU,0.021773080015597718,Faible,Continuer le suivi régulier
2070-XYMFH,0.41712166258303157,Faible,Continuer le suivi régulier
2085-BOJKI,0.2880799232528418,Faible,Continuer le suivi régulier
0817-HSUSE,0.49813172507005965,Faible,Continuer le suivi régulier
5442-PPTJY,0.024937466997555564,Faible,Continuer le suivi régulier
1927-QEWMY,0.010260060151012957,Faible,Continuer le suivi régulier
1663-MHLHE,0.18529660552376856,Faible,Continuer le suivi régulier
5663-QBGIS,0.05018617111396799,Faible,Continuer le suivi régulier
4450-MDZFX,0.15376124532103363,Faible,Continuer le suivi régulier
6701-DHKWQ,0.021999754033820627,Faible,Continuer le suivi régulier
7554-AKDQF,0.21768319556988078,Faible,Continuer le suivi régulier
3536-IQCTX,0.4953141906273764,Faible,Continuer le suivi régulier
4911-BANWH,0.39051417969587904,Faible,Continuer le suivi régulier
8496-EJAUI,0.3252065269701568,Faible,Continuer le suivi régulier
0794-YVSGE,0.01087808504391968,Faible,Continuer le suivi régulier
5423-BHIXO,0.3019593991420993,Faible,Continuer le suivi régulier
6908-VVYHM,0.2863556902868691,Faible,Continuer le suivi régulier
2959-EEXWB,0.1690528701042686,Faible,Continuer le suivi régulier
1839-UMACK,0.04389149945681014,Faible,Continuer le suivi régulier
3030-YDNRM,0.6769532943446562,Faible,Continuer le suivi régulier
7321-KKSDU,0.018867106096170042,Faible,Continuer le suivi régulier
3402-XRIUO,0.12391187053634779,Faible,Continuer le suivi régulier
3132-TVFDZ,0.40929979328498867,Faible,Continuer le suivi régulier
8286-AFUYI,0.3159908198693877,Faible,Continuer le suivi régulier
8080-DDEMJ,0.6565602969680564,Faible,Continuer le suivi régulier
8356-WUAOJ,0.6572681718943474,Faible,Continuer le suivi régulier
6365-MTGZX,0.5494772349427843,Faible,Continuer le suivi régulier
1349-WXNGG,0.4649329877004625,Faible,Continuer le suivi régulier
8058-DMYRU,0.4036696253408265,Faible,Continuer le suivi régulier
9350-ZXYJC,0.04067645810950239,Faible,Continuer le suivi régulier
6990-YNRIO,0.11318391898070443,Faible,Continuer le suivi régulier
8958-JPTRR,0.039671062871563204,Faible,Continuer le suivi régulier
6959-GQEGV,0.1299170294938451,Faible,Continuer le suivi régulier
3173-WSSUE,0.010260060151012957,Faible,Continuer le suivi régulier
1265-HVPZB,0.04866494565742281,Faible,Continuer le suivi régulier
4115-UMJFQ,0.10284832486584591,Faible,Continuer le suivi régulier
7369-TRPFD,0.03729184013620364,Faible,Continuer le suivi régulier
1098-KFQEC,0.019999815311167943,Faible,Continuer le suivi régulier
7190-XHTWJ,0.035080770641374555,Faible,Continuer le suivi régulier
0621-TWIEM,0.34155146535019865,Faible,Continuer le suivi régulier
3537-RYBHH,0.16380878379742106,Faible,Continuer le suivi régulier
2485-ITVKB,0.7756531473446663,Haut,Offre de fidélisation personnalisée
3669-OYSJI,0.5177107387444219,Faible,Continuer le suivi régulier
1612-EOHDH,0.5923377537767958,Faible,Continuer le suivi régulier
6702-OHFWR,0.8633891022993245,Haut,Offre de fidélisation personnalisée
5296-BFCYD,0.020685596827211564,Faible,Continuer le suivi régulier
4510-PYUSH,0.1533926534247601,Faible,Continuer le suivi régulier
9359-JANWS,0.02030417797003895,Faible,Continuer le suivi régulier
7517-SAWMO,0.3600371994425619,Faible,Continuer le suivi régulier
4143-HHPMK,0.3714308112912421,Faible,Continuer le suivi régulier
3279-DYZQM,0.010256587120367538,Faible,Continuer le suivi régulier
7054-LGEQW,0.5328809827963233,Faible,Continuer le suivi régulier
0523-VNGTF,0.27434044324536117,Faible,Continuer le suivi régulier
9575-IWCAZ,0.0478893366598172,Faible,Continuer le suivi régulier
7105-MXJLL,0.11859848570046935,Faible,Continuer le suivi régulier
7064-FRRSW,0.2857300338388513,Faible,Continuer le suivi régulier
7940-UQQUG,0.13686197393159263,Faible,Continuer le suivi régulier
0923-PNFUB,0.4636113307709793,Faible,Continuer le suivi régulier
3961-SXAXY,0.5089993301511407,Faible,Continuer le suivi régulier
7010-BRBUU,0.010887271868656232,Faible,Continuer le suivi régulier
3566-HJGPK,0.5847397801072275,Faible,Continuer le suivi régulier
3062-ICYZQ,0.43004357565286266,Faible,Continuer le suivi régulier
9938-PRCVK,0.019999815311167943,Faible,Continuer le suivi régulier
0973-KYVNF,0.01594289258332138,Faible,Continuer le suivi régulier
5129-HHMZC,0.02446636981957379,Faible,Continuer le suivi régulier
9637-CDTKZ,0.031951308906076774,Faible,Continuer le suivi régulier
3946-JEWRQ,0.2563218373196704,Faible,Continuer le suivi régulier
7873-CVMAW,0.014810542672696495,Faible,Continuer le suivi régulier
0463-WZZKO,0.20695687604989702,Faible,Continuer le suivi régulier
3494-JCHRQ,0.8036831954414096,Haut,Offre de fidélisation personnalisée
6474-FVJLC,0.8480521530737575,Haut,Offre de fidélisation personnalisée
4524-QCSSM,0.21428012287371556,Faible,Continuer le suivi régulier
5832-EXGTT,0.14703505275164602,Faible,Continuer le suivi régulier
8840-DQLGN,0.32243747528437616,Faible,Continuer le suivi régulier
2039-JONDJ,0.04870436331154036,Faible,Continuer le suivi régulier
7217-JYHOQ,0.10889381036040736,Faible,Continuer le suivi régulier
6695-FRVEC,0.02163909420546123,Faible,Continuer le suivi régulier
4547-LYTDD,0.4162053544609896,Faible,Continuer le suivi régulier
9894-QMIMJ,0.05847592936373051,Faible,Continuer le suivi régulier
8069-YQQAJ,0.29617605838513383,Faible,Continuer le suivi régulier
6770-XUAGN,0.4762346379625627,Faible,Continuer le suivi régulier
4193-ORFCL,0.6062724756035125,Faible,Continuer le suivi régulier
1636-NTNCO,0.6475963084796562,Faible,Continuer le suivi régulier
3466-WAESX,0.2703989229178577,Faible,Continuer le suivi régulier
9281-PKKZE,0.289119446675134,Faible,Continuer le suivi régulier
3638-VBZTA,0.02701889164111227,Faible,Continuer le suivi régulier
7459-IMVYU,0.09240685725338435,Faible,Continuer le suivi régulier
7776-QWNFX,0.20510956047051895,Faible,Continuer le suivi régulier
6689-TCZHQ,0.591236077834599,Faible,Continuer le suivi régulier
8563-OYMQY,0.33432795822766553,Faible,Continuer le suivi régulier
0754-EEBDC,0.03969107226360301,Faible,Continuer le suivi régulier
5777-ZPQNC,0.05191267664573468,Faible,Continuer le suivi régulier
1951-IEYXM,0.014115318951348765,Faible,Continuer le suivi régulier
3318-NMQXL,0.6094997911304932,Faible,Continuer le suivi régulier
3143-ILDAL,0.2560737407490668,Faible,Continuer le suivi régulier
1022-RKXDR,0.043619543638675956,Faible,Continuer le suivi régulier
2361-FJWNO,0.054829275915528,Faible,Continuer le suivi régulier
2272-UOINI,0.16092452448029312,Faible,Continuer le suivi régulier
8232-UTFOZ,0.018981998561686034,Faible,Continuer le suivi régulier
3750-YHRYO,0.04856873111079799,Faible,Continuer le suivi régulier
6637-KYRCV,0.5192489494668807,Faible,Continuer le suivi régulier
5668-MEISB,0.07674081445599308,Faible,Continuer le suivi régulier
0129-QMPDR,0.03851244403076842,Faible,Continuer le suivi régulier
7188-CBBBA,0.2181257872956175,Faible,Continuer le suivi régulier
5356-CSVSQ,0.42190219088430664,Faible,Continuer le suivi régulier
3221-CJMSG,0.11928410288443692,Faible,Continuer le suivi régulier
4720-VSTSI,0.2650406404135422,Faible,Continuer le suivi régulier
3219-JQRSL,0.0157088813355131,Faible,Continuer le suivi régulier
2801-NISEI,0.11447546267507837,Faible,Continuer le suivi régulier
3946-MHCZW,0.6485136072004543,Faible,Continuer le suivi régulier
4623-ZKHLY,0.08113741252136275,Faible,Continuer le suivi régulier
6732-VAILE,0.04012430190089012,Faible,Continuer le suivi régulier
8201-AAXCB,0.25209077543730946,Faible,Continuer le suivi régulier
7696-CFTAT,0.019999815311167943,Faible,Continuer le suivi régulier
1845-CSBRZ,0.32378119055385635,Faible,Continuer le suivi régulier
2123-VSCOT,0.03397322417273806,Faible,Continuer le suivi régulier
6651-AZVTJ,0.5512627123210924,Faible,Continuer le suivi régulier
4566-GOLUK,0.38305271067741464,Faible,Continuer le suivi régulier
2484-DGXPZ,0.2202006640178546,Faible,Continuer le suivi régulier
2018-QKYGT,0.8426269995946765,Haut,Offre de fidélisation personnalisée
2792-VPPET,0.22257828138043484,Faible,Continuer le suivi régulier
7409-JURKQ,0.20295148681958872,Faible,Continuer le suivi régulier
3247-MHJKM,0.3822922478817597,Faible,Continuer le suivi régulier
1964-SVLEA,0.03887964707622212,Faible,Continuer le suivi régulier
4587-NUKOX,0.37705830476245694,Faible,Continuer le suivi régulier
7297-DVYGA,0.04065768041098692,Faible,Continuer le suivi régulier
2239-CGBUZ,0.04589111050903243,Faible,Continuer le suivi régulier
0854-UYHZD,0.02371554202872223,Faible,Continuer le suivi régulier
7243-LCGGZ,0.4240059266725752,Faible,Continuer le suivi régulier
8267-KFGYD,0.39232630901394816,Faible,Continuer le suivi régulier
4890-VMUAV,0.034600644414736606,Faible,Continuer le suivi régulier
9261-WDCAF,0.5212549192757957,Faible,Continuer le suivi régulier
3764-MNMOI,0.019999815311167943,Faible,Continuer le suivi régulier
7442-YGZFK,0.5540573088012957,Faible,Continuer le suivi régulier
0420-BWTPW,0.2588609878094583,Faible,Continuer le suivi régulier
8229-BUJHX,0.010260060151012957,Faible,Continuer le suivi régulier
7449-HVPIV,0.2560652592398287,Faible,Continuer le suivi régulier
5504-WSIUR,0.04499905079528374,Faible,Continuer le suivi régulier
8183-ONMXC,0.6920292859285441,Faible,Continuer le suivi régulier
8466-PZBLH,0.06402361205491824,Faible,Continuer le suivi régulier
9614-RMGHA,0.25664303707005975,Faible,Continuer le suivi régulier
8735-IJJEG,0.1695661581521932,Faible,Continuer le suivi régulier
0564-MUUQK,0.3424913640473778,Faible,Continuer le suivi régulier
5054-IEXZT,0.7690625422097039,Haut,Offre de fidélisation personnalisée
5834-ASPWA,0.7448681750267263,Haut,Offre de fidélisation personnalisée
0701-RFGFI,0.3879291312194904,Faible,Continuer le suivi régulier
0019-EFAEP,0.027962029706098457,Faible,Continuer le suivi régulier
5619-PTMIK,0.1594940590123956,Faible,Continuer le suivi régulier
3737-XBQDD,0.41875150291719554,Faible,Continuer le suivi régulier
5882-CMAZQ,0.32315273711166814,Faible,Continuer le suivi régulier
5846-QFDFI,0.2319342884983073,Faible,Continuer le suivi régulier
4445-KWOKW,0.07372262536986575,Faible,Continuer le suivi régulier
3511-APPBJ,0.3019355240982894,Faible,Continuer le suivi régulier
7967-HYCDE,0.3865405423639472,Faible,Continuer le suivi régulier
2430-RRYUW,0.04522014325194414,Faible,Continuer le suivi régulier
3948-XHGNA,0.12938443990193405,Faible,Continuer le suivi régulier
3723-BFBGR,0.1643050558937797,Faible,Continuer le suivi régulier
0565-IYCGT,0.06434493740073254,Faible,Continuer le suivi régulier
5447-WZAFP,0.2183620705871112,Faible,Continuer le suivi régulier
5110-CHOPY,0.0351173527533898,Faible,Continuer le suivi régulier
5445-UTODQ,0.6620947527284364,Faible,Continuer le suivi régulier
4425-OWHWB,0.0411634251045335,Faible,Continuer le suivi régulier
7892-QVYKW,0.42988572801468466,Faible,Continuer le suivi régulier
9675-ICXCT,0.02129215581275807,Faible,Continuer le suivi régulier
1024-VRZHF,0.6759176156221107,Faible,Continuer le suivi régulier
4703-MQYKT,0.0186426737346434,Faible,Continuer le suivi régulier
9497-QCMMS,0.8948694706211235,Haut,Offre de fidélisation personnalisée
5692-ICXLW,0.5515584225789011,Faible,Continuer le suivi régulier
0602-DDUML,0.023752718895542656,Faible,Continuer le suivi régulier
2208-MPXIO,0.020746827267865756,Faible,Continuer le suivi régulier
1960-UYCNN,0.7271382621055402,Haut,Offre de fidélisation personnalisée
0348-SDKOL,0.5149557308523851,Faible,Continuer le suivi régulier
3190-FZATL,0.08630978496050981,Faible,Continuer le suivi régulier
7336-RLLRH,0.07778352367267977,Faible,Continuer le suivi régulier
4373-MAVJG,0.6001562694522847,Faible,Continuer le suivi régulier
8901-HJXTF,0.29406374181348743,Faible,Continuer le suivi régulier
7710-JSYOA,0.03647572992002006,Faible,Continuer le suivi régulier
5419-KLXBN,0.3401624891625064,Faible,Continuer le suivi régulier
3424-NMNBO,0.4028951667697955,Faible,Continuer le suivi régulier
9885-MFVSU,0.025969313483619225,Faible,Continuer le suivi régulier
4514-GFCFI,0.6447279820193352,Faible,Continuer le suivi régulier
0607-MVMGC,0.09042125571100966,Faible,Continuer le suivi régulier
3365-SAIGS,0.4795645339701169,Faible,Continuer le suivi régulier
9828-AOQLM,0.6572681718943474,Faible,Continuer le suivi régulier
8022-BECSI,0.03467028514329063,Faible,Continuer le suivi régulier
8000-REIQB,0.8161261539314596,Haut,Offre de fidélisation personnalisée
9993-LHIEB,0.02501463520073143,Faible,Continuer le suivi régulier
0266-CLZKZ,0.07913278959072056,Faible,Continuer le suivi régulier
7615-ESMYF,0.6616288192122801,Faible,Continuer le suivi régulier
3858-VOBET,0.5657640022763551,Faible,Continuer le suivi régulier
7020-OZKXZ,0.3431699994233612,Faible,Continuer le suivi régulier
3977-QCRSL,0.13384095454827677,Faible,Continuer le suivi régulier
0017-DINOC,0.024680407491991383,Faible,Continuer le suivi régulier
1447-PJGGA,0.1278759619369514,Faible,Continuer le suivi régulier
8565-CLBZW,0.4030237877125573,Faible,Continuer le suivi régulier
9139-WQQDY,0.2165675020429022,Faible,Continuer le suivi régulier
0224-HJAPT,0.39885464005584914,Faible,Continuer le suivi régulier
8086-OVPWV,0.8024383438768552,Haut,Offre de fidélisation personnalisée
9430-FRQOC,0.6975135538135185,Faible,Continuer le suivi régulier
7639-OPLNG,0.022667297382005912,Faible,Continuer le suivi régulier
3074-GQWYX,0.7228467032895868,Haut,Offre de fidélisation personnalisée
1492-QGCLU,0.11562144322842809,Faible,Continuer le suivi régulier
6845-RGTYS,0.43270401687052934,Faible,Continuer le suivi régulier
7328-OWMOM,0.0367162521739198,Faible,Continuer le suivi régulier
4418-LZMSV,0.14087748129682975,Faible,Continuer le suivi régulier
5155-AZQPB,0.13254705043955503,Faible,Continuer le suivi régulier
8861-HGGKB,0.6300842937168041,Faible,Continuer le suivi régulier
1087-GRUYI,0.019999815311167943,Faible,Continuer le suivi régulier
7065-YUNRY,0.5847397801072275,Faible,Continuer le suivi régulier
7694-VLBWQ,0.2395726278235067,Faible,Continuer le suivi régulier
2546-KZAAT,0.07076922593291844,Faible,Continuer le suivi régulier
0181-RITDD,0.061611144802405315,Faible,Continuer le suivi régulier
5989-PGKJB,0.48737549086931303,Faible,Continuer le suivi régulier
4795-KTRTH,0.7397557758631778,Haut,Offre de fidélisation personnalisée
8272-ONJLV,0.27189166388479225,Faible,Continuer le suivi régulier
1488-PBLJN,0.02859765229378554,Faible,Continuer le suivi régulier
0308-GIQJT,0.06904735368618392,Faible,Continuer le suivi régulier
3778-FOAQW,0.03467028514329063,Faible,Continuer le suivi régulier
4452-ROHMO,0.02281678177229112,Faible,Continuer le suivi régulier
6481-OGDOO,0.057334356924537734,Faible,Continuer le suivi régulier
3090-LETTY,0.237401187825076,Faible,Continuer le suivi régulier
5349-AZPEW,0.37120222468989084,Faible,Continuer le suivi régulier
3753-TSEMP,0.4316089866824514,Faible,Continuer le suivi régulier
8305-VHZBZ,0.4294155744681611,Faible,Continuer le suivi régulier
9720-JJJOR,0.06312446126981144,Faible,Continuer le suivi régulier
8100-HZZLJ,0.17598205527429253,Faible,Continuer le suivi régulier
8775-ERLNB,0.8150863709970932,Haut,Offre de fidélisation personnalisée
8309-IEYJD,0.8021861057685665,Haut,Offre de fidélisation personnalisée
9172-JITSM,0.5052496330677123,Faible,Continuer le suivi régulier
6298-QDFNH,0.5251686511336444,Faible,Continuer le suivi régulier
7398-HPYZQ,0.013798853744492941,Faible,Continuer le suivi régulier
3546-GHEAE,0.02747566705038044,Faible,Continuer le suivi régulier
7361-YPXFS,0.1354121170901721,Faible,Continuer le suivi régulier
